vocab_size,embed_dim,num_characters,Non_vocab_parameters,FLOPs,Lossu
4096.0,512.0,180820540.85207617,33222784.0,1.271517696e+16,-1.3494449853897095
4096.0,512.0,361641081.70415235,33222784.0,2.543035392e+16,-2.0973777770996094
4096.0,512.0,542461622.5562285,33222784.0,3.814553088e+16,-2.502056121826172
4096.0,512.0,723282163.4083047,33222784.0,5.086070784e+16,-2.7609572410583483
4096.0,512.0,904102704.2603809,33222784.0,6.35758848e+16,-2.8973426818847656
4096.0,512.0,1084923245.112457,33222784.0,7.629106176e+16,-3.036267042160034
4096.0,512.0,1265743785.964533,33222784.0,8.900623872e+16,-3.1521780490875244
4096.0,512.0,1446564326.8166094,33222784.0,1.0172141568e+17,-3.2433104515075684
4096.0,512.0,1627384867.6686854,33222784.0,1.1443659264e+17,-3.4037160873413086
4096.0,512.0,1808205408.5207617,33222784.0,1.271517696e+17,-3.5318007469177246
4096.0,512.0,1989025949.3728378,33222784.0,1.3986694656e+17,-3.621314525604248
4096.0,512.0,2169846490.224914,33222784.0,1.5258212352e+17,-3.7126035690307617
4096.0,512.0,2350667031.07699,33222784.0,1.6529730048e+17,-3.743427038192749
4096.0,512.0,2531487571.929066,33222784.0,1.7801247744e+17,-3.7540900707244873
4096.0,512.0,2712308112.7811427,33222784.0,1.907276544e+17,-3.828134059906006
4096.0,512.0,2893128653.633219,33222784.0,2.0344283136e+17,-3.849217653274536
4096.0,512.0,3073949194.485295,33222784.0,2.1615800832e+17,-3.8648250102996826
4096.0,512.0,3254769735.337371,33222784.0,2.2887318528e+17,-3.8869221210479736
4096.0,512.0,3435590276.1894474,33222784.0,2.4158836224e+17,-3.926177978515625
4096.0,512.0,3616410817.0415235,33222784.0,2.543035392e+17,-3.940192699432373
6144.0,512.0,192381947.0290163,33222784.0,1.309266432e+16,-1.2201299667358398
6144.0,512.0,384763894.0580326,33222784.0,2.618532864e+16,-2.084698438644409
6144.0,512.0,577145841.0870489,33222784.0,3.927799296e+16,-2.4628841876983643
6144.0,512.0,769527788.1160651,33222784.0,5.237065728e+16,-2.686955690383911
6144.0,512.0,961909735.1450814,33222784.0,6.54633216e+16,-2.8678483963012695
6144.0,512.0,1154291682.1740978,33222784.0,7.855598592e+16,-3.015336751937866
6144.0,512.0,1346673629.203114,33222784.0,9.164865024e+16,-3.0977530479431152
6144.0,512.0,1539055576.2321303,33222784.0,1.0474131456e+17,-3.2078869342803955
6144.0,512.0,1731437523.2611465,33222784.0,1.1783397888e+17,-3.361229658126831
6144.0,512.0,1923819470.2901628,33222784.0,1.309266432e+17,-3.506842851638794
6144.0,512.0,2116201417.319179,33222784.0,1.4401930752e+17,-3.6087861061096187
6144.0,512.0,2308583364.3481956,33222784.0,1.5711197184e+17,-3.6923012733459473
6144.0,512.0,2500965311.3772116,33222784.0,1.7020463616e+17,-3.7419869899749756
6144.0,512.0,2693347258.406228,33222784.0,1.8329730048e+17,-3.781939029693603
6144.0,512.0,2885729205.435244,33222784.0,1.963899648e+17,-3.818378448486328
6144.0,512.0,3078111152.4642606,33222784.0,2.0948262912e+17,-3.854008913040161
6144.0,512.0,3270493099.4932766,33222784.0,2.2257529344e+17,-3.8946571350097656
6144.0,512.0,3462875046.522293,33222784.0,2.3566795776e+17,-3.916520833969116
6144.0,512.0,3655256993.551309,33222784.0,2.4876062208e+17,-3.9336869716644287
6144.0,512.0,3847638940.5803256,33222784.0,2.618532864e+17,-3.9457671642303467
8192.0,512.0,200665028.14787918,33222784.0,1.347015168e+16,-1.109706997871399
8192.0,512.0,401330056.29575837,33222784.0,2.694030336e+16,-2.0917375087738037
8192.0,512.0,601995084.4436375,33222784.0,4.041045504e+16,-2.434530019760131
8192.0,512.0,802660112.5915167,33222784.0,5.388060672e+16,-2.7020678520202632
8192.0,512.0,1003325140.7393959,33222784.0,6.73507584e+16,-2.856154680252074
8192.0,512.0,1203990168.887275,33222784.0,8.082091008e+16,-3.0005998611450195
8192.0,512.0,1404655197.035154,33222784.0,9.429106176e+16,-3.095586061477661
8192.0,512.0,1605320225.1830335,33222784.0,1.0776121344e+17,-3.1814582347869873
8192.0,512.0,1805985253.3309126,33222784.0,1.2123136512e+17,-3.2765326499938965
8192.0,512.0,2006650281.4787917,33222784.0,1.347015168e+17,-3.442108154296875
8192.0,512.0,2207315309.626671,33222784.0,1.4817166848e+17,-3.5644853115081787
8192.0,512.0,2407980337.77455,33222784.0,1.6164182016e+17,-3.6362338066101074
8192.0,512.0,2608645365.922429,33222784.0,1.7511197184e+17,-3.731187582015991
8192.0,512.0,2809310394.070308,33222784.0,1.8858212352e+17,-3.773698568344116
8192.0,512.0,3009975422.2181873,33222784.0,2.020522752e+17,-3.810213565826416
8192.0,512.0,3210640450.366067,33222784.0,2.1552242688e+17,-3.8511691093444824
8192.0,512.0,3411305478.513946,33222784.0,2.2899257856e+17,-3.876185894012447
8192.0,512.0,3611970506.661825,33222784.0,2.4246273024e+17,-3.906224012374878
8192.0,512.0,3812635534.8097043,33222784.0,2.5593288192e+17,-3.9381601810455322
8192.0,512.0,4013300562.9575834,33222784.0,2.694030336e+17,-3.936743974685669
10240.0,512.0,207075999.29477254,33222784.0,1.384763904e+16,-1.0527575016021729
10240.0,512.0,414151998.5895451,33222784.0,2.769527808e+16,-2.041045665740967
10240.0,512.0,621227997.8843176,33222784.0,4.154291712e+16,-2.4415647983550697
10240.0,512.0,828303997.1790901,33222784.0,5.539055616e+16,-2.688847303390503
10240.0,512.0,1035379996.4738628,33222784.0,6.92381952e+16,-2.8532512187957764
10240.0,512.0,1242455995.7686353,33222784.0,8.308583424e+16,-2.9677557945251465
10240.0,512.0,1449531995.063408,33222784.0,9.693347328e+16,-3.0796713829040527
10240.0,512.0,1656607994.3581803,33222784.0,1.1078111232e+17,-3.137906074523926
10240.0,512.0,1863683993.652953,33222784.0,1.2462875136e+17,-3.2515673637390137
10240.0,512.0,2070759992.9477255,33222784.0,1.384763904e+17,-3.3772165775299072
10240.0,512.0,2277835992.242498,33222784.0,1.5232402944e+17,-3.5052218437194824
10240.0,512.0,2484911991.5372705,33222784.0,1.6617166848e+17,-3.6217403411865234
10240.0,512.0,2691987990.832043,33222784.0,1.8001930752e+17,-3.6939704418182373
10240.0,512.0,2899063990.126816,33222784.0,1.9386694656e+17,-3.752220869064331
10240.0,512.0,3106139989.4215884,33222784.0,2.077145856e+17,-3.7763912677764893
10240.0,512.0,3313215988.7163606,33222784.0,2.2156222464e+17,-3.819117546081543
10240.0,512.0,3520291988.011133,33222784.0,2.3540986368e+17,-3.859236001968384
10240.0,512.0,3727367987.305906,33222784.0,2.4925750272e+17,-3.892894983291626
10240.0,512.0,3934443986.6006784,33222784.0,2.6310514176e+17,-3.9177801609039307
10240.0,512.0,4141519985.895451,33222784.0,2.769527808e+17,-3.946394681930542
16384.0,512.0,220318392.5598375,33222784.0,1.498010112e+16,-0.9297419786453247
16384.0,512.0,440636785.119675,33222784.0,2.996020224e+16,-1.9638468027114866
16384.0,512.0,660955177.6795125,33222784.0,4.494030336e+16,-2.3793976306915283
16384.0,512.0,881273570.23935,33222784.0,5.992040448e+16,-2.6371514797210693
16384.0,512.0,1101591962.7991874,33222784.0,7.49005056e+16,-2.796508312225342
16384.0,512.0,1321910355.359025,33222784.0,8.988060672e+16,-2.900198459625244
16384.0,512.0,1542228747.9188623,33222784.0,1.0486070784e+17,-3.0161123275756836
16384.0,512.0,1762547140.4787,33222784.0,1.1984080896e+17,-3.1261720657348633
16384.0,512.0,1982865533.0385375,33222784.0,1.3482091008e+17,-3.2733471393585205
16384.0,512.0,2203183925.598375,33222784.0,1.498010112e+17,-3.4189417362213135
16384.0,512.0,2423502318.1582127,33222784.0,1.6478111232e+17,-3.526545763015747
16384.0,512.0,2643820710.71805,33222784.0,1.7976121344e+17,-3.628222942352295
16384.0,512.0,2864139103.2778873,33222784.0,1.9474131456e+17,-3.678687334060669
16384.0,512.0,3084457495.8377247,33222784.0,2.0972141568e+17,-3.7309014797210693
16384.0,512.0,3304775888.3975625,33222784.0,2.247015168e+17,-3.779529094696045
16384.0,512.0,3525094280.9574,33222784.0,2.3968161792e+17,-3.82645845413208
16384.0,512.0,3745412673.517237,33222784.0,2.5466171904e+17,-3.8676881790161133
16384.0,512.0,3965731066.077075,33222784.0,2.6964182016e+17,-3.8902223110198975
16384.0,512.0,4186049458.6369123,33222784.0,2.8462192128e+17,-3.908341407775879
16384.0,512.0,4406367851.19675,33222784.0,2.996020224e+17,-3.93831729888916
24576.0,512.0,231144337.53638497,33222784.0,1.649005056e+16,-0.8704224228858946
24576.0,512.0,462288675.07276994,33222784.0,3.298010112e+16,-1.8883559703826904
24576.0,512.0,693433012.6091549,33222784.0,4.947015168e+16,-2.345982789993286
24576.0,512.0,924577350.1455399,33222784.0,6.596020224e+16,-2.5596139430999756
24576.0,512.0,1155721687.6819248,33222784.0,8.24502528e+16,-2.760455846786499
24576.0,512.0,1386866025.2183099,33222784.0,9.894030336e+16,-2.871138572692871
24576.0,512.0,1618010362.7546947,33222784.0,1.1543035392e+17,-3.003904342651367
24576.0,512.0,1849154700.2910798,33222784.0,1.3192040448e+17,-3.060243844985962
24576.0,512.0,2080299037.8274648,33222784.0,1.4841045504e+17,-3.1831467151641846
24576.0,512.0,2311443375.3638496,33222784.0,1.649005056e+17,-3.2913811206817627
24576.0,512.0,2542587712.9002347,33222784.0,1.8139055616e+17,-3.411417007446289
24576.0,512.0,2773732050.4366198,33222784.0,1.9788060672e+17,-3.5647854804992676
24576.0,512.0,3004876387.9730043,33222784.0,2.1437065728e+17,-3.643373727798462
24576.0,512.0,3236020725.5093894,33222784.0,2.3086070784e+17,-3.740389108657837
24576.0,512.0,3467165063.0457745,33222784.0,2.473507584e+17,-3.7331933975219727
24576.0,512.0,3698309400.5821595,33222784.0,2.6384080896e+17,-3.8190577030181885
24576.0,512.0,3929453738.1185446,33222784.0,2.8033085952e+17,-3.853163719177246
24576.0,512.0,4160598075.6549296,33222784.0,2.9682091008e+17,-3.8948652744293213
24576.0,512.0,4391742413.191315,33222784.0,3.1331096064e+17,-3.913558006286621
24576.0,512.0,4622886750.727699,33222784.0,3.298010112e+17,-3.9084458351135254
32768.0,512.0,238281663.05606565,33222784.0,1.8e+16,-0.7496922612190247
32768.0,512.0,476563326.1121313,33222784.0,3.6e+16,-1.8183139562606812
32768.0,512.0,714844989.1681969,33222784.0,5.4e+16,-2.297482490539551
32768.0,512.0,953126652.2242626,33222784.0,7.2e+16,-2.578272819519043
32768.0,512.0,1191408315.2803283,33222784.0,9e+16,-2.7681336402893066
32768.0,512.0,1429689978.3363938,33222784.0,1.08e+17,-2.8864264488220215
32768.0,512.0,1667971641.3924596,33222784.0,1.26e+17,-3.011295795440672
32768.0,512.0,1906253304.4485252,33222784.0,1.44e+17,-3.090085029602051
32768.0,512.0,2144534967.5045907,33222784.0,1.62e+17,-3.1756904125213623
32768.0,512.0,2382816630.5606565,33222784.0,1.8e+17,-3.354624032974243
32768.0,512.0,2621098293.616722,33222784.0,1.98e+17,-3.4649972915649414
32768.0,512.0,2859379956.6727877,33222784.0,2.16e+17,-3.5683724880218506
32768.0,512.0,3097661619.728853,33222784.0,2.34e+17,-3.6438095569610596
32768.0,512.0,3335943282.7849193,33222784.0,2.52e+17,-3.703045606613159
32768.0,512.0,3574224945.840985,33222784.0,2.7e+17,-3.722569704055786
32768.0,512.0,3812506608.8970504,33222784.0,2.88e+17,-3.783585548400879
32768.0,512.0,4050788271.953116,33222784.0,3.06e+17,-3.8100647926330566
32768.0,512.0,4289069935.0091815,33222784.0,3.24e+17,-3.835064172744751
32768.0,512.0,4527351598.065248,33222784.0,3.42e+17,-3.878819227218628
32768.0,512.0,4765633261.121313,33222784.0,3.6e+17,-3.889167308807373
48128.0,512.0,246847762.0310974,33222784.0,2.08311552e+16,-0.7742501038147823
48128.0,512.0,493695524.0621948,33222784.0,4.16623104e+16,-1.8629081982209101
48128.0,512.0,740543286.0932922,33222784.0,6.24934656e+16,-2.351816846711816
48128.0,512.0,987391048.1243896,33222784.0,8.33246208e+16,-2.6269092100693596
48128.0,512.0,1234238810.155487,33222784.0,1.04155776e+17,-2.8179811972214583
48128.0,512.0,1481086572.1865845,33222784.0,1.249869312e+17,-2.9492926138474362
48128.0,512.0,1727934334.217682,33222784.0,1.458180864e+17,-3.0677914160324944
48128.0,512.0,1974782096.2487793,33222784.0,1.666492416e+17,-3.146400167329492
48128.0,512.0,2221629858.2798767,33222784.0,1.874803968e+17,-3.2535156744553464
48128.0,512.0,2468477620.310974,33222784.0,2.08311552e+17,-3.3111261862351316
48128.0,512.0,2715325382.3420715,33222784.0,2.291427072e+17,-3.4299187201096406
48128.0,512.0,2962173144.373169,33222784.0,2.499738624e+17,-3.53907437501687
48128.0,512.0,3209020906.4042664,33222784.0,2.708050176e+17,-3.6286220091416257
48128.0,512.0,3455868668.435364,33222784.0,2.916361728e+17,-3.6750163572861565
48128.0,512.0,3702716430.466461,33222784.0,3.12467328e+17,-3.7266649740769284
48128.0,512.0,3949564192.4975586,33222784.0,3.332984832e+17,-3.774959995134057
48128.0,512.0,4196411954.528656,33222784.0,3.541296384e+17,-3.8660583036972893
48128.0,512.0,4443259716.559753,33222784.0,3.749607936e+17,-3.89922423539895
48128.0,512.0,4690107478.590851,33222784.0,3.957919488e+17,-3.951054050309838
48128.0,512.0,4936955240.621948,33222784.0,4.16623104e+17,-3.9528760450913323
64512.0,512.0,252447085.56221083,33222784.0,2.385105408e+16,-0.6966747118798507
64512.0,512.0,504894171.12442166,33222784.0,4.770210816e+16,-1.8159989787904036
64512.0,512.0,757341256.6866325,33222784.0,7.155316224e+16,-2.2482819034425034
64512.0,512.0,1009788342.2488433,33222784.0,9.540421632e+16,-2.5318600608674298
64512.0,512.0,1262235427.811054,33222784.0,1.192552704e+17,-2.747353739914061
64512.0,512.0,1514682513.373265,33222784.0,1.4310632448e+17,-2.8715030624238267
64512.0,512.0,1767129598.9354758,33222784.0,1.6695737856e+17,-2.9973973705140367
64512.0,512.0,2019576684.4976866,33222784.0,1.9080843264e+17,-3.0828017665711656
64512.0,512.0,2272023770.0598974,33222784.0,2.1465948672e+17,-3.169782347854735
64512.0,512.0,2524470855.622108,33222784.0,2.385105408e+17,-3.2476624919739976
64512.0,512.0,2776917941.184319,33222784.0,2.6236159488e+17,-3.370869822677733
64512.0,512.0,3029365026.74653,33222784.0,2.8621264896e+17,-3.4598357154694805
64512.0,512.0,3281812112.3087406,33222784.0,3.1006370304e+17,-3.556604571518065
64512.0,512.0,3534259197.8709517,33222784.0,3.3391475712e+17,-3.6395835353699937
64512.0,512.0,3786706283.433162,33222784.0,3.577658112e+17,-3.6823379470673814
64512.0,512.0,4039153368.9953732,33222784.0,3.8161686528e+17,-3.7617990447846665
64512.0,512.0,4291600454.557584,33222784.0,4.0546791936e+17,-3.775633759674193
64512.0,512.0,4544047540.119795,33222784.0,4.2931897344e+17,-3.827856488403441
64512.0,512.0,4796494625.682006,33222784.0,4.5317002752e+17,-3.860357470687987
64512.0,512.0,5048941711.244216,33222784.0,4.770210816e+17,-3.90378446119702
96256.0,512.0,258527887.8482533,33222784.0,2.970210816e+16,-0.5114334225654602
96256.0,512.0,517055775.6965066,33222784.0,5.940421632e+16,-1.7146389484405513
96256.0,512.0,775583663.54476,33222784.0,8.910632448e+16,-2.1852903366088867
96256.0,512.0,1034111551.3930132,33222784.0,1.1880843264e+17,-2.4714221954345703
96256.0,512.0,1292639439.2412665,33222784.0,1.485105408e+17,-2.6505143642425537
96256.0,512.0,1551167327.08952,33222784.0,1.7821264896e+17,-2.8134007453918457
96256.0,512.0,1809695214.9377732,33222784.0,2.0791475712e+17,-2.923154830932617
96256.0,512.0,2068223102.7860265,33222784.0,2.3761686528e+17,-3.016484260559082
96256.0,512.0,2326750990.6342797,33222784.0,2.6731897344e+17,-3.1053497791290283
96256.0,512.0,2585278878.482533,33222784.0,2.970210816e+17,-3.2000784873962402
96256.0,512.0,2843806766.330786,33222784.0,3.2672318976e+17,-3.2921299934387207
96256.0,512.0,3102334654.17904,33222784.0,3.5642529792e+17,-3.3827199935913086
96256.0,512.0,3360862542.027293,33222784.0,3.8612740608e+17,-3.482801914215088
96256.0,512.0,3619390429.8755465,33222784.0,4.1582951424e+17,-3.5557689666748047
96256.0,512.0,3877918317.7237997,33222784.0,4.455316224e+17,-3.6119065284729004
96256.0,512.0,4136446205.572053,33222784.0,4.7523373056e+17,-3.668884038925171
96256.0,512.0,4394974093.420306,33222784.0,5.0493583872e+17,-3.7122979164123535
96256.0,512.0,4653501981.268559,33222784.0,5.3463794688e+17,-3.7712197303771973
96256.0,512.0,4912029869.116813,33222784.0,5.6434005504e+17,-3.8164584636688232
96256.0,512.0,5170557756.965066,33222784.0,5.940421632e+17,-3.8402352333068848
4096.0,768.0,452051352.13019043,84834176.0,7.91819136e+16,-2.2428252696990967
4096.0,768.0,904102704.2603809,84834176.0,1.583638272e+17,-2.983997106552124
4096.0,768.0,1356154056.3905714,84834176.0,2.375457408e+17,-3.4693822860717773
4096.0,768.0,1808205408.5207617,84834176.0,3.167276544e+17,-3.79350996017456
4096.0,768.0,2260256760.650952,84834176.0,3.95909568e+17,-3.9217793941497803
4096.0,768.0,2712308112.7811427,84834176.0,4.750914816e+17,-4.006694793701172
4096.0,768.0,3164359464.9113326,84834176.0,5.5427339519999994e+17,-4.056240081787109
4096.0,768.0,3616410817.0415235,84834176.0,6.334553088e+17,-4.125580787658691
4096.0,768.0,4068462169.171714,84834176.0,7.126372224e+17,-4.15493106842041
4096.0,768.0,4520513521.301904,84834176.0,7.91819136e+17,-4.189092636108398
4096.0,768.0,4972564873.432096,84834176.0,8.710010496000001e+17,-4.22733449935913
4096.0,768.0,5424616225.562285,84834176.0,9.501829632e+17,-4.225904941558838
4096.0,768.0,5876667577.692475,84834176.0,1.0293648768e+18,-4.236186504364014
4096.0,768.0,6328718929.822665,84834176.0,1.1085467903999999e+18,-4.285547256469727
4096.0,768.0,6780770281.952856,84834176.0,1.187728704e+18,-4.287508010864258
4096.0,768.0,7232821634.083047,84834176.0,1.2669106176e+18,-4.305283546447754
4096.0,768.0,7684872986.213237,84834176.0,1.3460925312e+18,-4.3234710693359375
4096.0,768.0,8136924338.343428,84834176.0,1.4252744448e+18,-4.320621967315674
4096.0,768.0,8588975690.473618,84834176.0,1.5044563584e+18,-4.348074436187744
4096.0,768.0,9041027042.603807,84834176.0,1.583638272e+18,-4.350466251373291
6144.0,768.0,480954867.5725407,84834176.0,8.05974912e+16,-2.2282087802886963
6144.0,768.0,961909735.1450814,84834176.0,1.611949824e+17,-2.902653455734253
6144.0,768.0,1442864602.717622,84834176.0,2.417924736e+17,-3.4953498840332027
6144.0,768.0,1923819470.2901628,84834176.0,3.223899648e+17,-3.8055312633514404
6144.0,768.0,2404774337.8627033,84834176.0,4.02987456e+17,-3.9580376148223877
6144.0,768.0,2885729205.435244,84834176.0,4.835849472e+17,-4.044609069824219
6144.0,768.0,3366684073.0077844,84834176.0,5.6418243839999994e+17,-4.101754188537598
6144.0,768.0,3847638940.5803256,84834176.0,6.447799296e+17,-4.141355991363525
6144.0,768.0,4328593808.152866,84834176.0,7.253774208e+17,-4.170334815979004
6144.0,768.0,4809548675.725407,84834176.0,8.05974912e+17,-4.227059364318848
6144.0,768.0,5290503543.297949,84834176.0,8.865724032000001e+17,-4.256234645843506
6144.0,768.0,5771458410.870488,84834176.0,9.671698944e+17,-4.269064426422119
6144.0,768.0,6252413278.443029,84834176.0,1.0477673856e+18,-4.295668601989746
6144.0,768.0,6733368146.015569,84834176.0,1.1283648767999999e+18,-4.330637454986572
6144.0,768.0,7214323013.588111,84834176.0,1.208962368e+18,-4.3415141105651855
6144.0,768.0,7695277881.160651,84834176.0,1.2895598592e+18,-4.34542989730835
6144.0,768.0,8176232748.7331915,84834176.0,1.3701573504e+18,-4.378812313079834
6144.0,768.0,8657187616.305733,84834176.0,1.4507548416e+18,-4.370872974395752
6144.0,768.0,9138142483.878273,84834176.0,1.5313523328e+18,-4.375135898590088
6144.0,768.0,9619097351.450813,84834176.0,1.611949824e+18,-4.406124591827393
8192.0,768.0,501662570.3696979,84834176.0,8.20130688e+16,-2.169344663619995
8192.0,768.0,1003325140.7393959,84834176.0,1.640261376e+17,-2.8399434089660645
8192.0,768.0,1504987711.1090937,84834176.0,2.460392064e+17,-3.32954740524292
8192.0,768.0,2006650281.4787917,84834176.0,3.280522752e+17,-3.7482478618621826
8192.0,768.0,2508312851.8484898,84834176.0,4.10065344e+17,-3.947021484375
8192.0,768.0,3009975422.2181873,84834176.0,4.920784128e+17,-3.99386596679687
8192.0,768.0,3511637992.587885,84834176.0,5.7409148159999994e+17,-4.0660247802734375
8192.0,768.0,4013300562.9575834,84834176.0,6.561045504e+17,-4.106224060058594
8192.0,768.0,4514963133.327281,84834176.0,7.381176192e+17,-4.168512344360352
8192.0,768.0,5016625703.6969795,84834176.0,8.20130688e+17,-4.20014762878418
8192.0,768.0,5518288274.066678,84834176.0,9.021437568000001e+17,-4.25281286239624
8192.0,768.0,6019950844.436375,84834176.0,9.841568256e+17,-4.253537654876709
8192.0,768.0,6521613414.806073,84834176.0,1.0661698944e+18,-4.2722907066345215
8192.0,768.0,7023275985.17577,84834176.0,1.1481829631999999e+18,-4.316758632659905
8192.0,768.0,7524938555.545469,84834176.0,1.230196032e+18,-4.338398456573486
8192.0,768.0,8026601125.915167,84834176.0,1.3122091008e+18,-4.333736419677734
8192.0,768.0,8528263696.284864,84834176.0,1.3942221696e+18,-4.368287563323975
8192.0,768.0,9029926266.654562,84834176.0,1.4762352384e+18,-4.391592502593994
8192.0,768.0,9531588837.024261,84834176.0,1.5582483072e+18,-4.372014045715332
8192.0,768.0,10033251407.393959,84834176.0,1.640261376e+18,-4.4091315269470215
10240.0,768.0,517689998.2369314,84834176.0,8.34286464e+16,-2.1327574253082244
10240.0,768.0,1035379996.4738628,84834176.0,1.668572928e+17,-2.8691210746765137
10240.0,768.0,1553069994.7107942,84834176.0,2.502859392e+17,-3.3349947929382324
10240.0,768.0,2070759992.9477255,84834176.0,3.337145856e+17,-3.6955981254577637
10240.0,768.0,2588449991.184657,84834176.0,4.17143232e+17,-3.923959493637085
10240.0,768.0,3106139989.4215884,84834176.0,5.005718784e+17,-4.0277099609375
10240.0,768.0,3623829987.6585193,84834176.0,5.840005247999999e+17,-4.09706449508667
10240.0,768.0,4141519985.895451,84834176.0,6.674291712e+17,-4.146170139312744
10240.0,768.0,4659209984.132382,84834176.0,7.508578176e+17,-4.151465892791748
10240.0,768.0,5176899982.369314,84834176.0,8.34286464e+17,-4.2278289794921875
10240.0,768.0,5694589980.606246,84834176.0,9.177151104000001e+17,-4.259616374969482
10240.0,768.0,6212279978.843177,84834176.0,1.0011437568e+18,-4.276420593261719
10240.0,768.0,6729969977.080108,84834176.0,1.0845724032e+18,-4.298261642456055
10240.0,768.0,7247659975.317039,84834176.0,1.1680010495999997e+18,-4.290747165679932
10240.0,768.0,7765349973.55397,84834176.0,1.251429696e+18,-4.346240043640137
10240.0,768.0,8283039971.790902,84834176.0,1.3348583424e+18,-4.368785381317139
10240.0,768.0,8800729970.027834,84834176.0,1.4182869888e+18,-4.38607120513916
10240.0,768.0,9318419968.264765,84834176.0,1.5017156352e+18,-4.394491672515869
10240.0,768.0,9836109966.501696,84834176.0,1.5851442816e+18,-4.401953220367432
10240.0,768.0,10353799964.738628,84834176.0,1.668572928e+18,-4.390820026397705
16384.0,768.0,550795981.3995937,84834176.0,8.76753792e+16,-2.103867530822754
16384.0,768.0,1101591962.7991874,84834176.0,1.753507584e+17,-2.782581329345703
16384.0,768.0,1652387944.1987813,84834176.0,2.630261376e+17,-3.2631025314331055
16384.0,768.0,2203183925.598375,84834176.0,3.507015168e+17,-3.683243751525879
16384.0,768.0,2753979906.9979687,84834176.0,4.38376896e+17,-3.9124128818511963
16384.0,768.0,3304775888.3975625,84834176.0,5.260522752e+17,-4.006842136383057
16384.0,768.0,3855571869.797156,84834176.0,6.137276543999999e+17,-4.073378086090088
16384.0,768.0,4406367851.19675,84834176.0,7.014030336e+17,-4.137034893035889
16384.0,768.0,4957163832.596344,84834176.0,7.890784128e+17,-4.190104961395264
16384.0,768.0,5507959813.995937,84834176.0,8.76753792e+17,-4.220297336578369
16384.0,768.0,6058755795.395532,84834176.0,9.644291712000001e+17,-4.252919673919678
16384.0,768.0,6609551776.795125,84834176.0,1.0521045504e+18,-4.285053253173828
16384.0,768.0,7160347758.194718,84834176.0,1.1397799296e+18,-4.317419528961182
16384.0,768.0,7711143739.594312,84834176.0,1.2274553087999997e+18,-4.3454766273498535
16384.0,768.0,8261939720.993906,84834176.0,1.315130688e+18,-4.328074932098389
16384.0,768.0,8812735702.3935,84834176.0,1.4028060672e+18,-4.362813472747803
16384.0,768.0,9363531683.793093,84834176.0,1.4904814464e+18,-4.363940715789795
16384.0,768.0,9914327665.192688,84834176.0,1.5781568256e+18,-4.399096965789795
16384.0,768.0,10465123646.592281,84834176.0,1.6658322048e+18,-4.390333652496338
16384.0,768.0,11015919627.991875,84834176.0,1.753507584e+18,-4.434382915496826
24576.0,768.0,577860843.8409624,84834176.0,9.33376896e+16,-2.0115556716918945
24576.0,768.0,1155721687.6819248,84834176.0,1.866753792e+17,-2.7441396713256836
24576.0,768.0,1733582531.5228872,84834176.0,2.800130688e+17,-3.147697925567627
24576.0,768.0,2311443375.3638496,84834176.0,3.733507584e+17,-3.5213913917541504
24576.0,768.0,2889304219.204812,84834176.0,4.66688448e+17,-3.8091647624969482
24576.0,768.0,3467165063.0457745,84834176.0,5.600261376e+17,-3.9544575214385986
24576.0,768.0,4045025906.8867364,84834176.0,6.533638271999999e+17,-4.030877113342285
24576.0,768.0,4622886750.727699,84834176.0,7.467015168e+17,-4.110095024108887
24576.0,768.0,5200747594.568662,84834176.0,8.400392064e+17,-4.184093475341797
